245968	漳州市交通建设投资开发有限公司	招标人:漳州市交通建设投资开发有限公司	招标人/n/N :/x/N 漳州市/ns/Y 交通/n/Y 建设/vn/Y 投资/vn/Y 开发/v/Y 有限公司/n/Y
18888263	舟山中油昆仑能源有限公司	公司于2017年10月31日在《中国证券报》、《上海证券报》、《证券时报》及巨潮资讯网(http://www.cninfo.com.cn)披露了公司拟参与舟山中油昆仑能源有限公司65%股权公开竞拍的公告(详见《关于参与舟山中油昆仑能源有限公司65%股权竞拍的公告》,公告编号:2017-062)	公司/n/N 于/p/N 2017/m/N 年/m/N 10/m/N 月/m/N 31/m/N 日/m/N 在/p/N 《/x/N 中国/ns/N 证券报/n/N 》/x/N 、/x/N 《/x/N 上海/ns/N 证券报/n/N 》/x/N 、/x/N 《/x/N 证券时报/n/N 》/x/N 及/c/N 巨潮/n/N 资讯网/n/N (/x/N http/eng/N :/x/N //x/N //x/N www/eng/N ./m/N cninfo/eng/N ./m/N com/eng/N ./m/N cn/eng/N )/x/N 披露/v/N 了/ul/N 公司/n/N 拟/v/N 参与/v/N 舟山/ns/Y 中油/n/Y 昆仑/ns/Y 能源/n/Y 有限公司/n/Y 65/m/N %/x/N 股权/n/N 公开/ad/N 竞拍/v/N 的/uj/N 公告/n/N (/x/N 详见/a/N 《/x/N 关于/p/N 参与/v/N 舟山/ns/N 中油/n/N 昆仑/ns/N 能源/n/N 有限公司/n/N 65/m/N %/x/N 股权/n/N 竞拍/v/N 的/uj/N 公告/n/N 》/x/N ,/x/N 公告/n/N 编号/n/N :/x/N 2017/m/N -/x/N 062/m/N )/x/N
18888263	舟山中油昆仑能源有限公司	截至目前,公司以人民币643.981万元摘得舟山中油昆仑能源有限公司65%股权,并已完成工商变更登记手续	截至/v/N 目前/t/N ,/x/N 公司/n/N 以/p/N 人民币/n/N 643.981/m/N 万元/m/N 摘得/v/N 舟山/ns/Y 中油/n/Y 昆仑/ns/Y 能源/n/Y 有限公司/n/Y 65/m/N %/x/N 股权/n/N ,/x/N 并/c/N 已/d/N 完成/v/N 工商/n/N 变更/v/N 登记手续/l/N
18888263	库尔勒新隆热力有限责任公司	公司于2017年10月31日在《中国证券报》、《上海证券报》、《证券时报》及巨潮资讯网(http://www.cninfo.com.cn)披露了控股子公司国电库尔勒发电有限公司拟参与库尔勒新隆热力有限责任公司100%股权公开竞拍的公告(详见	公司/n/N 于/p/N 2017/m/N 年/m/N 10/m/N 月/m/N 31/m/N 日/m/N 在/p/N 《/x/N 中国/ns/N 证券报/n/N 》/x/N 、/x/N 《/x/N 上海/ns/N 证券报/n/N 》/x/N 、/x/N 《/x/N 证券时报/n/N 》/x/N 及/c/N 巨潮/n/N 资讯网/n/N (/x/N http/eng/N :/x/N //x/N //x/N www/eng/N ./m/N cninfo/eng/N ./m/N com/eng/N ./m/N cn/eng/N )/x/N 披露/v/N 了/ul/N 控股/v/N 子公司/n/N 国电/j/N 库尔勒/nrt/N 发电/vn/N 有限公司/n/N 拟/v/N 参与/v/N 库尔勒/nrt/Y 新隆/ns/Y 热力/n/Y 有限责任/l/Y 公司/n/Y 100/m/N %/x/N 股权/n/N 公开/ad/N 竞拍/v/N 的/uj/N 公告/n/N (/x/N 详见/a/N
18888263	库尔勒新隆热力有限责任公司	截至目前,公司以人民币24,374.69万元摘得库尔勒新隆热力有限责任公司100%股权,并已完成工商变更登记手续	截至/v/N 目前/t/N ,/x/N 公司/n/N 以/p/N 人民币/n/N 24/m/N ,/x/N 374.69/m/N 万元/m/N 摘得/v/N 库尔勒/nrt/Y 新隆/ns/Y 热力/n/Y 有限责任/l/Y 公司/n/Y 100/m/N %/x/N 股权/n/N ,/x/N 并/c/N 已/d/N 完成/v/N 工商/n/N 变更/v/N 登记手续/l/N
18888263	中海油潮州能源有限公司	公司于2017年12月16日在《中国证券报》、《上海证券报》、《证券时报》及巨潮资讯网(http://www.cninfo.com.cn)披露了公司控股子公司潮州深能燃气有限公司拟参与中海油潮州能源有限公司83%股权以及11,382.75485万元债权公开竞拍的公告(详见《董事会七届八十三次会议决议公告》,公告编号:2017-074)	公司/n/N 于/p/N 2017/m/N 年/m/N 12/m/N 月/m/N 16/m/N 日/m/N 在/p/N 《/x/N 中国/ns/N 证券报/n/N 》/x/N 、/x/N 《/x/N 上海/ns/N 证券报/n/N 》/x/N 、/x/N 《/x/N 证券时报/n/N 》/x/N 及/c/N 巨潮/n/N 资讯网/n/N (/x/N http/eng/N :/x/N //x/N //x/N www/eng/N ./m/N cninfo/eng/N ./m/N com/eng/N ./m/N cn/eng/N )/x/N 披露/v/N 了/ul/N 公司/n/N 控股/v/N 子公司/n/N 潮州/ns/N 深能/j/N 燃气/n/N 有限公司/n/N 拟/v/N 参与/v/N 中海油/nt/Y 潮州/ns/Y 能源/n/Y 有限公司/n/Y 83/m/N %/x/N 股权/n/N 以及/c/N 11/m/N ,/x/N 382.75485/m/N 万元/m/N 债权/n/N 公开/ad/N 竞拍/v/N 的/uj/N 公告/n/N (/x/N 详见/a/N 《/x/N 董事会/n/N 七届/m/N 八十/m/N 三次/m/N 会议/n/N 决议/n/N 公告/n/N 》/x/N ,/x/N 公告/n/N 编号/n/N :/x/N 2017/m/N -/x/N 074/m/N )/x/N
18888263	中海油潮州能源有限公司	截至目前,公司以人民币30,613.93785万元摘得中海油潮州能源有限公司83%股权以及11,382.75485万元债权,并已完成工商变更登记手续	截至/v/N 目前/t/N ,/x/N 公司/n/N 以/p/N 人民币/n/N 30/m/N ,/x/N 613.93785/m/N 万元/m/N 摘得/v/N 中海油/nt/Y 潮州/ns/Y 能源/n/Y 有限公司/n/Y 83/m/N %/x/N 股权/n/N 以及/c/N 11/m/N ,/x/N 382.75485/m/N 万元/m/N 债权/n/N ,/x/N 并/c/N 已/d/N 完成/v/N 工商/n/N 变更/v/N 登记手续/l/N
18888263	舟山中油昆仑能源有限公司	收购舟山中油昆仑能源有限公司65%股权及中海油潮州能源有限公司83%股权符合公司“十三五”战略规划,有利于增强公司燃气板块竞争力	收购/v/N 舟山/ns/Y 中油/n/Y 昆仑/ns/Y 能源/n/Y 有限公司/n/Y 65/m/N %/x/N 股权/n/N 及/c/N 中海油/nt/N 潮州/ns/N 能源/n/N 有限公司/n/N 83/m/N %/x/N 股权/n/N 符合/v/N 公司/n/N “/x/N 十三/m/N 五/m/N ”/x/N 战略规划/n/N ,/x/N 有利于/v/N 增强/v/N 公司/n/N 燃气/n/N 板块/n/N 竞争力/n/N
18888263	库尔勒新隆热力有限责任公司	收购库尔勒新隆热力有限责任公司100%股权符合公司“十三五”战略规划,有利于国电库尔勒发电有限公司在当地打造完整的热电联产产业链,增强其热电联产的经济性与热电供应的安全可靠性	收购/v/N 库尔勒/nrt/Y 新隆/ns/Y 热力/n/Y 有限责任/l/Y 公司/n/Y 100/m/N %/x/N 股权/n/N 符合/v/N 公司/n/N “/x/N 十三/m/N 五/m/N ”/x/N 战略规划/n/N ,/x/N 有利于/v/N 国电/j/N 库尔勒/nrt/N 发电/vn/N 有限公司/n/N 在/p/N 当地/s/N 打造/v/N 完整/a/N 的/uj/N 热电/n/N 联产/j/N 产业链/n/N ,/x/N 增强/v/N 其/r/N 热电/n/N 联产/j/N 的/uj/N 经济性/n/N 与/p/N 热电/n/N 供应/vn/N 的/uj/N 安全/an/N 可靠性/n/N
15520576	上海斐讯数据通信技术有限公司	四川依米康环境科技股份有限公司(以下简称“公司”或“依米康”)及全资子公司四川桑瑞思环境技术工程有限公司(以下简称“桑瑞思”)于2015年度联合中标建设方为上海斐讯数据通信技术有限公司(以下简称“上海斐讯”)的“上海斐讯数据通信技术有限公司生产基地新建厂房3#,4#数据中心项目”,近日合作各方就该数据中心项目的施工合同及补充协议、项目采购及安装合同及其补充协议、项目设备总包采购合同等事项,经充分沟通、友好协商达成一致意见	四川/ns/N 依米康/nr/N 环境/n/N 科技股份/n/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 公司/n/N ”/x/N 或/c/N “/x/N 依米康/nr/N ”/x/N )/x/N 及/c/N 全资/n/N 子公司/n/N 四川/ns/N 桑瑞思/nr/N 环境/n/N 技术/n/N 工程/n/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 桑瑞思/nr/N ”/x/N )/x/N 于/p/N 2015/m/N 年度/n/N 联合/v/N 中标/n/N 建设/vn/N 方/n/N 为/p/N 上海/ns/Y 斐/j/Y 讯/ng/Y 数据通信/n/Y 技术/n/Y 有限公司/n/Y (/x/N 以下/f/N 简称/v/N “/x/N 上海/ns/N 斐/j/N 讯/ng/N ”/x/N )/x/N 的/uj/N “/x/N 上海/ns/N 斐/j/N 讯/ng/N 数据通信/n/N 技术/n/N 有限公司/n/N 生产/vn/N 基地/n/N 新建/ns/N 厂房/n/N 3/m/N #/x/N ,/x/N 4/m/N #/x/N 数据中心/n/N 项目/n/N ”/x/N ,/x/N 近日/t/N 合作/vn/N 各方/r/N 就/d/N 该/r/N 数据中心/n/N 项目/n/N 的/uj/N 施工/vn/N 合同/a/N 及/c/N 补充协议/n/N 、/x/N 项目/n/N 采购/v/N 及/c/N 安装/v/N 合同/a/N 及其/c/N 补充协议/n/N 、/x/N 项目/n/N 设备/vn/N 总包/n/N 采购/v/N 合同/a/N 等/u/N 事项/n/N ,/x/N 经/n/N 充分/ad/N 沟通/v/N 、/x/N 友好/a/N 协商/n/N 达成/v/N 一致意见/i/N
15520576	上海斐讯数据通信技术有限公司	1、《上海斐讯数据通信技术有限公司生产基地新建厂房3#,4#数据中心项目施工合同》(包括合同和补充协议)、《上海斐讯数据通信技术有限公司生产基地新建厂房3#,4#数据中心项目采购及安装合同》(包括合同和补充协议)约定的竣工日期为开工之日起5个月;	1/x/N 、/x/N 《/x/N 上海/ns/Y 斐/j/Y 讯/ng/Y 数据通信/n/Y 技术/n/Y 有限公司/n/Y 生产/vn/N 基地/n/N 新建/ns/N 厂房/n/N 3/m/N #/x/N ,/x/N 4/m/N #/x/N 数据中心/n/N 项目/n/N 施工/vn/N 合同/a/N 》/x/N (/x/N 包括/v/N 合同/a/N 和/c/N 补充协议/n/N )/x/N 、/x/N 《/x/N 上海/ns/N 斐/j/N 讯/ng/N 数据通信/n/N 技术/n/N 有限公司/n/N 生产/vn/N 基地/n/N 新建/ns/N 厂房/n/N 3/m/N #/x/N ,/x/N 4/m/N #/x/N 数据中心/n/N 项目/n/N 采购/v/N 及/c/N 安装/v/N 合同/a/N 》/x/N (/x/N 包括/v/N 合同/a/N 和/c/N 补充协议/n/N )/x/N 约定/v/N 的/uj/N 竣工/v/N 日期/t/N 为/p/N 开工/v/N 之日起/ns/N 5/m/N 个/m/N 月/m/N ;/x/N
15520576	上海斐讯数据通信技术有限公司	上海斐讯数据通信技术有限公司	上海/ns/Y 斐/j/Y 讯/ng/Y 数据通信/n/Y 技术/n/Y 有限公司/n/Y
15520576	上海斐讯数据通信技术有限公司	10、与公司的关联关系:公司、控股股东及实际控制人以及董事、监事和高级管理人员与上海斐讯数据通信技术有限公司不存在关联关系	10/m/N 、/x/N 与/p/N 公司/n/N 的/uj/N 关联/ns/N 关系/n/N :/x/N 公司/n/N 、/x/N 控股/v/N 股东/n/N 及/c/N 实际/n/N 控制/v/N 人/n/N 以及/c/N 董事/n/N 、/x/N 监事/n/N 和/c/N 高级/b/N 管理人员/n/N 与/p/N 上海/ns/Y 斐/j/Y 讯/ng/Y 数据通信/n/Y 技术/n/Y 有限公司/n/Y 不/d/N 存在/v/N 关联/ns/N 关系/n/N
15520576	上海斐讯数据通信技术有限公司	公司与上海斐讯就“上海斐讯数据通信技术有限公司生产基地新建厂房3#,4#数据中心项目”经充分沟通、友好协商已签署累计金额为157,055,723.60元的以下三份合同:《上海斐讯数据通信技术有限公司生产基地新建厂房3#,4#数据中心项目施工合同》及《补充协议》、《上海斐讯数据通信技术有限公司生产基地新建厂房3#,4#数据中心项目采购及安装合同》及《补充协议》、《设备总包采购合同》	公司/n/N 与/p/N 上海/ns/N 斐/j/N 讯/ng/N 就/d/N “/x/N 上海/ns/Y 斐/j/Y 讯/ng/Y 数据通信/n/Y 技术/n/Y 有限公司/n/Y 生产/vn/N 基地/n/N 新建/ns/N 厂房/n/N 3/m/N #/x/N ,/x/N 4/m/N #/x/N 数据中心/n/N 项目/n/N ”/x/N 经/n/N 充分/ad/N 沟通/v/N 、/x/N 友好/a/N 协商/n/N 已/d/N 签署/v/N 累计/v/N 金额/n/N 为/p/N 157/m/N ,/x/N 055/m/N ,/x/N 723.60/m/N 元/m/N 的/uj/N 以下/f/N 三份/mq/N 合同/a/N :/x/N 《/x/N 上海/ns/N 斐/j/N 讯/ng/N 数据通信/n/N 技术/n/N 有限公司/n/N 生产/vn/N 基地/n/N 新建/ns/N 厂房/n/N 3/m/N #/x/N ,/x/N 4/m/N #/x/N 数据中心/n/N 项目/n/N 施工/vn/N 合同/a/N 》/x/N 及/c/N 《/x/N 补充协议/n/N 》/x/N 、/x/N 《/x/N 上海/ns/N 斐/j/N 讯/ng/N 数据通信/n/N 技术/n/N 有限公司/n/N 生产/vn/N 基地/n/N 新建/ns/N 厂房/n/N 3/m/N #/x/N ,/x/N 4/m/N #/x/N 数据中心/n/N 项目/n/N 采购/v/N 及/c/N 安装/v/N 合同/a/N 》/x/N 及/c/N 《/x/N 补充协议/n/N 》/x/N 、/x/N 《/x/N 设备/vn/N 总包/n/N 采购/v/N 合同/a/N 》/x/N
15520576	上海斐讯数据通信技术有限公司	上海斐讯数据通信技术有限公司	上海/ns/Y 斐/j/Y 讯/ng/Y 数据通信/n/Y 技术/n/Y 有限公司/n/Y
15520576	上海斐讯数据通信技术有限公司	上海斐讯数据通信技术有限公司	上海/ns/Y 斐/j/Y 讯/ng/Y 数据通信/n/Y 技术/n/Y 有限公司/n/Y
15520576	上海斐讯数据通信技术有限公司	上海斐讯数据通信技术有限公司	上海/ns/Y 斐/j/Y 讯/ng/Y 数据通信/n/Y 技术/n/Y 有限公司/n/Y
15520576	上海斐讯数据通信技术有限公司	(一)《上海斐讯数据通信技术有限公司生产基地新建厂房3#,4#数据中心项目施工合同》(合同及补充协议);	(/x/N 一/m/N )/x/N 《/x/N 上海/ns/Y 斐/j/Y 讯/ng/Y 数据通信/n/Y 技术/n/Y 有限公司/n/Y 生产/vn/N 基地/n/N 新建/ns/N 厂房/n/N 3/m/N #/x/N ,/x/N 4/m/N #/x/N 数据中心/n/N 项目/n/N 施工/vn/N 合同/a/N 》/x/N (/x/N 合同/a/N 及/c/N 补充协议/n/N )/x/N ;/x/N
15520576	上海斐讯数据通信技术有限公司	(二)《上海斐讯数据通信技术有限公司生产基地新建厂房3#,4#数据中心项目采购及安装合同》(合同和补充协议);	(/x/N 二/m/N )/x/N 《/x/N 上海/ns/Y 斐/j/Y 讯/ng/Y 数据通信/n/Y 技术/n/Y 有限公司/n/Y 生产/vn/N 基地/n/N 新建/ns/N 厂房/n/N 3/m/N #/x/N ,/x/N 4/m/N #/x/N 数据中心/n/N 项目/n/N 采购/v/N 及/c/N 安装/v/N 合同/a/N 》/x/N (/x/N 合同/a/N 和/c/N 补充协议/n/N )/x/N ;/x/N
2342986	国家电网公司	2016年4月28日,国家电网公司电子商务平台(http://ecp.sgcc.com.cn)公布了《国家电网公司2016年渝鄂背靠背直流工程第一次设备招标采购推荐的中标候选人公示》及《国家电网公司2016年昌吉-古泉±1100KV特高压直流工程第一次设备招标采购推荐的中标候选人公示》	2016/m/N 年/m/N 4/m/N 月/m/N 28/m/N 日/m/N ,/x/N 国家电网/nz/Y 公司/n/Y 电子商务/n/N 平台/n/N (/x/N http/eng/N :/x/N //x/N //x/N ecp/eng/N ./m/N sgcc/eng/N ./m/N com/eng/N ./m/N cn/eng/N )/x/N 公布/v/N 了/ul/N 《/x/N 国家电网/nz/N 公司/n/N 2016/m/N 年/m/N 渝/j/N 鄂/j/N 背靠背/n/N 直流/n/N 工程/n/N 第一次/m/N 设备/vn/N 招标/n/N 采购/v/N 推荐/v/N 的/uj/N 中标/n/N 候选人/n/N 公示/v/N 》/x/N 及/c/N 《/x/N 国家电网/nz/N 公司/n/N 2016/m/N 年/m/N 昌吉/nr/N -/x/N 古泉/nr/N ±/x/N 1100/m/N KV/eng/N 特高压/n/N 直流/n/N 工程/n/N 第一次/m/N 设备/vn/N 招标/n/N 采购/v/N 推荐/v/N 的/uj/N 中标/n/N 候选人/n/N 公示/v/N 》/x/N
2342986	国家电网公司	国家电网公司2016年渝鄂背靠背直流工程第一次设备招标采购钢结构、构支架项目(招标编号:0711-16OTL02812015)共推荐3个标包,本公司为包5的预中标人	国家电网/nz/Y 公司/n/Y 2016/m/N 年/m/N 渝/j/N 鄂/j/N 背靠背/n/N 直流/n/N 工程/n/N 第一次/m/N 设备/vn/N 招标/n/N 采购/v/N 钢结构/n/N 、/x/N 构/v/N 支架/n/N 项目/n/N (/x/N 招标/n/N 编号/n/N :/x/N 0711/m/N -/x/N 16/m/N OTL02812015/eng/N )/x/N 共/d/N 推荐/v/N 3/m/N 个标/n/N 包/v/N ,/x/N 本/r/N 公司/n/N 为/p/N 包/v/N 5/m/N 的/uj/N 预/vn/N 中标人/n/N
2342986	国家电网公司	国家电网公司2016年昌吉-古泉±1100KV特高压直流工程第一次设备招标采购钢结构、构支架项目(招标编号:0711-16OTL02812015)共推荐8个标包,本公司为包3的预中标人	国家电网/nz/Y 公司/n/Y 2016/m/N 年/m/N 昌吉/nr/N -/x/N 古泉/nr/N ±/x/N 1100/m/N KV/eng/N 特高压/n/N 直流/n/N 工程/n/N 第一次/m/N 设备/vn/N 招标/n/N 采购/v/N 钢结构/n/N 、/x/N 构/v/N 支架/n/N 项目/n/N (/x/N 招标/n/N 编号/n/N :/x/N 0711/m/N -/x/N 16/m/N OTL02812015/eng/N )/x/N 共/d/N 推荐/v/N 8/m/N 个标/n/N 包/v/N ,/x/N 本/r/N 公司/n/N 为/p/N 包/v/N 3/m/N 的/uj/N 预/vn/N 中标人/n/N
2342986	国家电网公司	本次招标公示媒体是国家电网公司电子商务平台,招标人是国家电网公司,详情请查看国家电网公司电子商务平台相关公告:	本次/r/N 招标/n/N 公示/v/N 媒体/n/N 是/v/N 国家电网/nz/Y 公司/n/Y 电子商务/n/N 平台/n/N ,/x/N 招标人/n/N 是/v/N 国家电网/nz/N 公司/n/N ,/x/N 详情请/v/N 查看/v/N 国家电网/nz/N 公司/n/N 电子商务/n/N 平台/n/N 相关/v/N 公告/n/N :/x/N
1474039	哈尔滨市哈肇公路有限责任公司	2004年6月14日,公司接到哈尔滨市哈肇公路有限责任公司中标通知书,经哈肇公路工程建设项目评标委员会评审,确定龙建路桥股份有限公司为哈尔滨至肇兴公路呼兰至通河段工程建设项目第三、四、八、十一、十五合同段的中标单位,五个合同段中标总价为人民币194,753,938.00元	2004/m/N 年/m/N 6/m/N 月/m/N 14/m/N 日/m/N ,/x/N 公司/n/N 接到/v/N 哈尔滨市/ns/Y 哈肇/nr/Y 公路/n/Y 有限责任/l/Y 公司/n/Y 中标/n/N 通知书/nr/N ,/x/N 经/p/N 哈肇/nr/N 公路工程/n/N 建设项目/n/N 评标/n/N 委员会/n/N 评审/vn/N ,/x/N 确定/v/N 龙建/nr/N 路桥/ns/N 股份/n/N 有限公司/n/N 为/p/N 哈尔滨/ns/N 至/p/N 肇兴/ns/N 公路/n/N 呼兰/ns/N 至/p/N 通/n/N 河段/n/N 工程/n/N 建设项目/n/N 第三/m/N 、/x/N 四/m/N 、/x/N 八/m/N 、/x/N 十一/m/N 、/x/N 十五/m/N 合同/a/N 段/q/N 的/uj/N 中标/n/N 单位/n/N ,/x/N 五个/m/N 合同/a/N 段/q/N 中标/n/N 总价/n/N 为/p/N 人民币/n/N 194/m/N ,/x/N 753/m/N ,/x/N 938.00/m/N 元/m/N
1441727	四川内遂高速公栤有限责任公司	1、合同标的情况通过公开招标的方式,中国葛洲坝集团股份有限公司于2009年6月29日收到四川内遂高速公栤有限责任公司发来的四川省内江至遂宁高速公栤土建工程施工合同(合同编号:NSGS-TJ)中标通知书,合同总价3,512,445,231元	1/x/N 、/x/N 合同/a/N 标的/n/N 情况/n/N 通过/p/N 公开招标/n/N 的/uj/N 方式/n/N ,/x/N 中国/ns/N 葛洲坝/ns/N 集团股份/nz/N 有限公司/n/N 于/p/N 2009/m/N 年/m/N 6/m/N 月/m/N 29/m/N 日/m/N 收到/v/N 四川/ns/Y 内/f/Y 遂/d/Y 高速/d/Y 公/ng/Y 栤/zg/Y 有限责任/l/Y 公司/n/Y 发来/v/N 的/uj/N 四川省/ns/N 内江/ns/N 至/p/N 遂宁/ns/N 高速/d/N 公/ng/N 栤/zg/N 土建工程/l/N 施工/vn/N 合同/a/N (/x/N 合同/a/N 编号/n/N :/x/N NSGS/eng/N -/x/N TJ/eng/N )/x/N 中标/n/N 通知书/nr/N ,/x/N 合同/a/N 总价/n/N 3/x/N ,/x/N 512/m/N ,/x/N 445/m/N ,/x/N 231/m/N 元/m/N
1441727	四川内遂高速公栤有限责任公司	该项目惄主为四川内遂高速公栤有限责任公司	该/r/N 项目/n/N 惄/yg/N 主/n/N 为/p/N 四川/ns/Y 内/f/Y 遂/d/Y 高速/d/Y 公/ng/Y 栤/zg/Y 有限责任/l/Y 公司/n/Y
1441727	四川内遂高速公栤有限责任公司	四川内遂高速公栤有限责任公司为本公司持股的子公司	四川/ns/Y 内/f/Y 遂/d/Y 高速/d/Y 公/ng/Y 栤/zg/Y 有限责任/l/Y 公司/n/Y 为/p/N 本/r/N 公司/n/N 持股/v/N 的/uj/N 子公司/n/N
16359894	福建省华安县城乡规划建设局	2017年7月7日,福建省华安县城乡规划建设局在中国政府采购网(网址	2017/m/N 年/m/N 7/m/N 月/m/N 7/m/N 日/m/N ,/x/N 福建省/ns/Y 华安县/ns/Y 城乡规划/n/Y 建设局/nt/Y 在/p/N 中国政府/nt/N 采购网/nz/N (/x/N 网址/n/N
9880566	杭州市地铁集团有限责任公司	宏润建设集团股份有限公司(以下简称“公司”)于2016年7月14日收到杭州市地铁集团有限责任公司中标通知书,杭州地铁5号线一期工程土建施工SG5-19标段工程由公司中标承建,工程中标价55,311.77万元	宏润/n/N 建设/vn/N 集团股份/nz/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 公司/n/N ”/x/N )/x/N 于/p/N 2016/m/N 年/m/N 7/m/N 月/m/N 14/m/N 日/m/N 收到/v/N 杭州市/ns/Y 地铁/n/Y 集团/n/Y 有限责任/l/Y 公司/n/Y 中标/n/N 通知书/nr/N ,/x/N 杭州/ns/N 地铁/n/N 5/m/N 号线/n/N 一期/d/N 工程/n/N 土建/ns/N 施工/vn/N SG5/eng/N -/x/N 19/m/N 标段/n/N 工程/n/N 由/p/N 公司/n/N 中标/n/N 承建/v/N ,/x/N 工程/n/N 中/f/N 标价/n/N 55/m/N ,/x/N 311.77/m/N 万元/m/N
9880566	杭州市地铁集团有限责任公司	杭州市地铁集团有限责任公司	杭州市/ns/Y 地铁/n/Y 集团/n/Y 有限责任/l/Y 公司/n/Y
16865811	合阳县交通运输局	招标人:合阳县交通运输局	招标人/n/N :/x/N 合阳县/ns/Y 交通运输/j/Y 局/n/Y
18772185	北京国电华北电力工程有限公司	2017年2月,北京首航艾启威节能技术股份有限公司(以下简称“公司”或“卖方”)收到与北京国电华北电力工程有限公司(以下简称“买方”)签订的《神华神东电力准东五彩湾电厂2×660MW二期工程EPC总承包工程主机间接空冷岛设备采购合同》,并同时收到买方出具的《项目暂停通知函》,通知函提示“因业主开工申请未批复,业主资金计划未落实,且面临能源局化解产能过剩政策不确定性	2017/m/N 年/m/N 2/m/N 月/m/N ,/x/N 北京/ns/N 首航/j/N 艾启威/nr/N 节能/v/N 技术/n/N 股份/n/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 公司/n/N ”/x/N 或/c/N “/x/N 卖方/n/N ”/x/N )/x/N 收到/v/N 与/p/N 北京/ns/Y 国电/j/Y 华北电力/nz/Y 工程/n/Y 有限公司/n/Y (/x/N 以下/f/N 简称/v/N “/x/N 买方/n/N ”/x/N )/x/N 签订/v/N 的/uj/N 《/x/N 神华/nz/N 神东/ns/N 电力/n/N 准东/ns/N 五彩/nz/N 湾/zg/N 电厂/n/N 2/x/N ×/x/N 660/m/N MW/eng/N 二期工程/l/N EPC/eng/N 总/n/N 承包工程/n/N 主机/b/N 间接/b/N 空/a/N 冷岛/n/N 设备/vn/N 采购/v/N 合同/a/N 》/x/N ,/x/N 并/c/N 同时/c/N 收到/v/N 买方/n/N 出具/v/N 的/uj/N 《/x/N 项目/n/N 暂停/d/N 通知函/nr/N 》/x/N ,/x/N 通知函/nr/N 提示/v/N “/x/N 因/p/N 业主/n/N 开工/v/N 申请/v/N 未/d/N 批复/v/N ,/x/N 业主/n/N 资金/n/N 计划/n/N 未/d/N 落实/a/N ,/x/N 且/zg/N 面临/v/N 能源/n/N 局/n/N 化解/v/N 产能/v/N 过剩/v/N 政策/n/N 不确定性/n/N
