"Label","ID","Date","Events"
41,6114,"1954 June 14","The words ""under God"" are added to the United States Pledge of Allegiance."
40,6115,"1954 June 15","The UEFA (Union of European Football Associations) is formed in Basel, Switzerland."
32,6116,"1954 June 17","A CIA-engineered military coup occurs in Guatemala."
35,6117,"1954 June 18","Pierre Mend√®s France becomes prime minister of France."
41,6118,"1954 June 22","Sarah Mae Flemming is expelled from a bus in South Carolina for sitting in a white-only section."
41,6119,"1954 June 22","Parker‚ÄìHulme murder case: 16-year old Pauline Parker and her friend 15-year-old Juliet Hulme bludgeon Parker's mother to death using a brick at Victoria Park in New Zealand."
35,6120,"1954 June 27","Guatemalan President Jacobo √Årbenz steps down in a CIA-sponsored military coup, triggering a bloody civil war that continues for more than 35 years."
34,6121,"1954 June 27","The world's first atomic power station opens at Obninsk, near Moscow."
22,6122,"1954 July 1","The Common Nordic Labor Market Act comes into effect."
41,6123,"1954 July 1","The United States officially begins using the international unit of the nautical mile, equal to 6,076.11549 ft. or 1,852 meters."
15,6124,"1954 July 4","Food rationing in Great Britain ends with the lifting of restrictions on sale and purchase of meat, 14 years after it began early in World War II and nearly a decade after the war's end."
25,6125,"1954 July 4","‚ÄúMiracle of Bern‚Äù: West Germany beats Hungary 3‚Äì2 to win the 1954 FIFA World Cup."
26,6126,"1954 July 10","Peter Thomson becomes the first Australian to win the British Open Golf Championship."
27,6127,"1954 July 15","The maiden flight of the Boeing 367-80 (or Dash 80), prototype of the Boeing 707 series."
26,6128,"1954 July 15","Juan Fangio, the Argentine driver for German Grand Prix team Mercedes-Benz, makes a new fastest lap of the Silverstone Circuit with an average speed of 100.35 mph, the previous record being 100.16 mph."
26,6129,"1954 July 19","Release of Elvis Presley's first single, ""That's All Right"", by Sun Records (recorded July 5 in Memphis, Tennessee)."
1,6130,"1954 July 21","First Indochina War: The Geneva Conference sends French forces to the south, and Vietnamese forces to the north, of a ceasefire line, and calls for elections to decide the government for all of Vietnam by July 1956. Failure to abide by the terms of the agreement leads to the establishment de facto of regimes of North Vietnam and South Vietnam, and the Vietnam War."
1,6131,"1954 August 1","The First Indochina War ends with the Vietnam People's Army in North Vietnam, the Vietnamese National Army in South Vietnam, the Kingdom of Cambodia in Cambodia, and the Kingdom of Laos in Laos, emerging victorious against the French Army."
26,6132,"1954 August 6","Emilie Dionne, one of the Dionne quintuplets, dies of asphyxiation following an epileptic seizure. She is the first of the five to perish, and three of them live into the 21st century."
26,6133,"1954 August 16","The first issue of Sports Illustrated magazine is published in the United States."
27,6134,"1954 August 23","A United States Air Force Lockheed C-130 Hercules flew its first flight at Burbank, California manufactured by Lockheed Martin"
26,6135,"1954 September 3","The last 'new' episode of The Lone Ranger radio program is broadcast, after 2,956 episodes over a period of 21 years. Reruns of old episodes continue to be transmitted."
22,6136,"1954 September 6","The SEATO treaty is signed in Manila, Philippines."
32,6137,"1954 September 8","The Southeast Asia Treaty Organization (SEATO) is established in Bangkok, Thailand."
7,6138,"1954 September 9","The 6.7 Mw Chlef earthquake shakes northern Algeria with a maximum Mercalli intensity of XI (Extreme). The shock destroyed Orl√©ansville, left 1,243‚Äì1,409 dead, and 5,000 injured."
26,6139,"1954 September 11","The Miss America Pageant is broadcast on television for the first time."
18,6140,"1954 September 14","The Soviet Union carries out the Totskoye nuclear exercise."
26,6141,"1954 September 14","English composer Benjamin Britten‚Äôs chamber opera version of The Turn of the Screw receives its world premiere at the Teatro La Fenice in Venice, Italy."
20,6142,"1954 September 15","Black Wednesday in air travel: severe delays to flights due to bad weather along the East Coast of the United States."
26,6143,"1954 September 17","William Golding's novel Lord of the Flies is published in London."
26,6144,"1954 September 25","Footscray Football Club win their first Australian Football League Grand Final."
4,6145,"1954 September 26","The Japanese ferry T≈çya Maru sinks during a typhoon in the Tsugaru Strait. More than 1,100 people are killed. Seven other ships are wrecked and at least nine others seriously damaged."
1,6146,"1954 October 11","Pre-Vietnam War: The Viet Minh takes control of North Vietnam."
4,6147,"1954 October 11","Hurricane Hazel crosses over Haiti, killing 1,000."
4,6148,"1954 October 15","Hurricane Hazel makes U.S. landfall; it is the only recorded Category 4 hurricane to strike as far north as North Carolina."
27,6149,"1954 October 18","Texas Instruments announces the development of the first commercial transistor radio. The Regency TR-1 goes on sale the following month."
26,6150,"1954 October 18","The comic strip Hi and Lois, by Mort Walker and Dik Browne, is launched."
2,6151,"1954 October 20","A dock workers' strike expands in England."
31,6152,"1954 October 23","West Germany joins NATO."
22,6153,"1954 October 23","Paris Agreement sets up the Western European Union to implement the Treaty of Brussels (1948) providing for mutual self-defence and other collaboration between Belgium, France, West Germany, Italy, Luxembourg, the Netherlands and the United Kingdom."
7,6154,"1954 October 25","Landslides caused by heavy rains hit Salerno, Italy, killing about 300."
3,6155,"1954 October 26","Muslim Brotherhood member Mahmoud Abdul Latif tries to kill Gamal Abdel Nasser."
1,6156,"1954 November 1","The FLN attacks representative and public buildings of the French colonial power."
2,6157,"1954 November 2","The dock workers' strike in the UK comes to an end."
26,6158,"1954 November 2","The radio program Hancock's Half Hour, a pioneer in situation comedy, is first broadcast on BBC Radio. A television version would follow in 1956."
26,6159,"1954 November 3","The first Godzilla film premieres in Tokyo."
22,6160,"1954 November 5","Japan and Burma sign a peace treaty in Rangoon, to end their long-extinct state of war."
23,6161,"1954 November 10","U.S. President Dwight D. Eisenhower dedicates the USMC War Memorial (Iwo Jima memorial) at the Arlington National Cemetery."
11,6162,"1954 November 12","The main immigration port-of-entry in New York Harbor at Ellis Island closes permanently."
26,6163,"1954 November 13","Great Britain defeats France to capture the first ever Rugby League World Cup in Paris in front of around 30,000 spectators"
35,6164,"1954 November 14","Egyptian president Muhammad Naguib is deposed, and Gamal Abdel Nasser replaces him."
34,6165,"1954 November 22","The U.S. Supreme Court decides the landmark case Berman v. Parker (348 U.S. 26), upholding the federal slum clearance and urban renewal programs."
24,6166,"1954 November 23","The Dow Jones Industrial Average rises 3.27 points, or 0.86 percent, closing at an all-time high of 382.74. More significantly, this is the first time the Dow has surpassed its peak level reached just before the Wall Street Crash of 1929."
29,6167,"1954 December 1","The first Hyatt Hotel, The Hyatt House Los Angeles, opens on the grounds of Los Angeles International Airport. It is the first hotel in the world built on an airport property."
41,6168,"1954 December 2","Red Scare: The United States Senate votes 67‚Äì22 to condemn Joseph McCarthy for ""conduct that tends to bring the Senate into dishonor and disrepute."""
22,6169,"1954 December 2","The Taiwan-United States Mutual Defense Treaty is signed."
29,6170,"1954 December 4","The first Burger King opens in Miami, Florida."
31,6171,"1954 December 15","The Netherlands Antilles is created out of the Dutch Caribbean nations. It is later dissolved between 1986 and 2010."
19,6172,"1954 December 23","J. Hartwell Harrison, and Joseph Murray perform the world's first successful kidney transplant in Boston, Massachusetts."
35,6173,"1955 January 2","Jos√© Antonio Rem√≥n Cantera, president of Panama, is assassinated at a race track in Panama City."
35,6174,"1955 January 3","Jos√© Ram√≥n Guizado becomes president of Panama."
26,6175,"1955 January 7","Marian Anderson is the first African-American singer to perform at the Metropolitan Opera in New York City."
14,6176,"","USS Nautilus, the first nuclear-powered submarine, puts to sea for the first time, from Groton, Connecticut."
1,6177,"1955 January 18‚ÄìJanuary 20","Battle of Yijiangshan Islands: The Chinese Communist People's Liberation Army seizes the islands from the Republic of China (Taiwan)."
18,6178,"1955 January 22","In the United States, The Pentagon announces a plan to develop intercontinental ballistic missiles (ICBMs) armed with nuclear weapons."
20,6179,"1955 January 23","Sutton Coldfield rail crash kills 17 near Birmingham, England."
1,6180,"1955 January 25","Presidium of the Supreme Soviet of the Soviet Union announces the end of the war between the USSR and Germany, which began during World War II in 1941."
22,6181,"1955 February 4","""Baghdad Pact"": Military treaty signed between Iraq and Turkey."
3,6182,"1955 February 9","Apartheid in South Africa: 60,000 non-white residents of the Sophiatown suburb of Johannesburg are forcibly evicted."
18,6183,"1955 February 10","The United States Seventh Fleet helps the Republic of China evacuate Chinese Nationalist army and residents from the Tachen Islands to Taiwan."
11,6184,"1955 February 12","U.S. President Dwight D. Eisenhower sends the first U.S. advisors to South Vietnam."
26,6185,"1955 February 14","WFLA-TV signs on the air in Tampa/St. Petersburg, Florida."
5,6186,"1955 February 16","Nearly 100 die in a fire at a home for the elderly in Yokohama, Japan."
22,6187,"1955 February 19","Southeast Asia Treaty Organization,(SEATO) established at a meeting in Bangkok."
26,6188,"1955 March","A young Jim Henson builds the first version of Kermit the Frog."
